VARIABLE	YEAR	MONTH	DAY	NBR STA.	RMSE	AUTEUIL	RIVIERE DES PRAIRIES	VERCHERES	ST JACQUES	ST JANVIER	STE MADELEINE	FLEURY	MARIEVILLE	ST AMABLE	SOREL	PIERREVILLE	STE MARTINE	ST GUILLAUME	ST HYACINTHE 2	ST BERNARD DE LACOLLE	PHILIPSBURG	ST NAZAIRE	SABREVOIS
Mean Temp (deg C)	2012	1	20	4	1.0	-13.0		-12.5			-12.8	-11.3			-12.8								
Mean Temp (deg C)	2012	1	21	4	0.94	-17.4	-17.3	-16.8			-17.3	-19.3											
Mean Temp (deg C)	2012	1	22	4	0.95	-15.3	-16.0				-13.5	-17.3			-15.3								
Mean Temp (deg C)	2012	1	23	4	0.93	-5.0	-5.0	-4.5				-5.5			-5.0								
Mean Temp (deg C)	2012	1	24	4	0.94	1.8	1.8	1.8			2.3	2.8											
Mean Temp (deg C)	2012	1	25	4	1.02	-4.4		-4.0				-4.5			-4.5	-5.3							
Mean Temp (deg C)	2012	1	26	4	0.94	-7.3	-7.8	-6.8			-5.8	-7.0											
Mean Temp (deg C)	2012	1	27	4	0.95	-3.0	-3.3				-1.8	-3.0			-3.6								
Mean Temp (deg C)	2012	1	28	4	0.95	-0.6	-0.8				-0.3	0.3			-0.5								
Mean Temp (deg C)	2012	1	29	4	0.95	-1.4	-1.5				-1.3	-1.3			-1.5								
Mean Temp (deg C)	2012	1	30	4	0.94	-8.5	-8.8	-7.8			-8.0	-8.8											
Mean Temp (deg C)	2012	1	31	4	0.94	-10.0	-10.5	-9.5			-8.5	-10.3											
Mean Temp (deg C)	2012	2	1	4	0.94	-6.5	-6.8	-6.0			-5.8	-6.5											
Mean Temp (deg C)	2012	2	4	4	1.1	-7.9					-7.5	-9.5			-7.5				-11.4				
Mean Temp (deg C)	2012	2	6	4	0.94	-1.7	-1.5	-1.8			-1.3	-2.5											
Mean Temp (deg C)	2012	2	7	4	1.04	-6.3					-6.5	-6.5			-6.0		-6.0						
Mean Temp (deg C)	2012	2	10	4	0.94	-1.7	-1.5	-2.0			-1.0	-2.8											
Mean Temp (deg C)	2012	2	12	4	0.95	-14.5	-14.5				-15.3	-15.3			-13.8								
Mean Temp (deg C)	2012	2	13	4	0.94	-8.6	-8.3	-8.3			-9.3	-10.5											
Mean Temp (deg C)	2012	2	22	4	0.94	1.9	1.3	2.5			3.3	1.3											
Mean Temp (deg C)	2012	2	23	4	0.94	2.2	1.8	3.0			2.0	1.8											
Mean Temp (deg C)	2012	2	24	4	0.94	-2.2	-2.5	-2.0			-0.8	-2.0											
Mean Temp (deg C)	2012	2	25	4	1.0	-0.6		-0.3			-1.3	-0.8			0.3								
Mean Temp (deg C)	2012	2	26	4	0.94	-9.3	-9.8	-8.0			-9.5	-10.0											
Mean Temp (deg C)	2012	2	27	4	1.0	-8.5		-8.3			-7.0	-10.0			-9.5								
Mean Temp (deg C)	2012	2	28	4	0.93	-6.1	-6.8	-4.8				-6.8			-5.8								
Mean Temp (deg C)	2012	3	3	4	0.94	1.5	1.3	1.8			2.0	1.8											
Mean Temp (deg C)	2012	3	10	4	1.0	-4.3		-3.8			-4.0	-5.0			-4.5								
Mean Temp (deg C)	2012	3	11	4	0.94	2.7	2.8	2.8			2.8	3.0											
Mean Temp (deg C)	2012	3	15	4	0.94	0.7	0.5	0.8			2.0	1.0											
Mean Temp (deg C)	2012	3	16	4	0.94	2.0	1.8	2.5			2.3	1.5											
Mean Temp (deg C)	2012	3	17	4	1.0	3.8		3.5			4.8	4.8			3.5								
Mean Temp (deg C)	2012	3	18	4	0.95	11.4	11.3				12.3	11.0			11.0								
Mean Temp (deg C)	2012	3	19	4	0.94	8.7	7.8	9.0			11.3	11.0											
Mean Temp (deg C)	2012	3	20	4	0.95	11.7	11.3				12.3	11.5			12.3								
Mean Temp (deg C)	2012	3	21	4	0.94	15.6	15.3	15.5			17.3	15.5											
Mean Temp (deg C)	2012	3	28	4	0.94	0.2	0.3	0.3			0.5	0.0											
Mean Temp (deg C)	2012	4	2	4	0.94	2.4	2.0	3.0			3.0	2.3											
Mean Temp (deg C)	2012	4	12	4	1.0	7.8		8.0			7.3	7.0			8.3								
Mean Temp (deg C)	2012	4	16	4	0.94	22.5	22.8	22.3			22.0	21.3											
Mean Temp (deg C)	2012	4	18	4	0.95	5.6	5.5				5.0	4.3			6.3								
Mean Temp (deg C)	2012	4	27	4	0.95	3.4	3.5				3.0	2.5			3.3								
Mean Temp (deg C)	2012	4	29	4	0.94	4.7	4.5	5.3			4.8	3.5											
Mean Temp (deg C)	2012	5	2	4	0.94	11.2	11.3	11.0			11.8	11.5											
Mean Temp (deg C)	2012	5	3	4	0.94	14.3	14.3	14.3			14.3	14.5											
Mean Temp (deg C)	2012	5	8	4	0.94	12.1	12.5	11.8			12.0	12.3											
Mean Temp (deg C)	2012	5	9	4	0.94	16.1	16.3	16.0			16.3	15.5											
Mean Temp (deg C)	2012	5	11	4	0.97	12.6	12.8					11.8			12.5	12.0							
Mean Temp (deg C)	2012	5	12	4	1.13	13.8						12.0			14.8	13.0		12.5					
Mean Temp (deg C)	2012	5	19	4	0.95	19.2	19.0				19.3	18.3			19.5								
Mean Temp (deg C)	2012	5	20	4	0.95	22.2	21.8				22.8	21.5			22.5								
Mean Temp (deg C)	2012	5	21	4	0.95	23.8	22.8				25.3	23.8			25.0								
Mean Temp (deg C)	2012	5	22	4	0.95	18.9	19.0				19.3	19.3			18.0								
Mean Temp (deg C)	2012	5	23	4	0.94	17.2	17.3	17.0			17.5	17.8											
Mean Temp (deg C)	2012	5	24	4	0.94	20.2	20.3	20.0			20.8	19.5											
Mean Temp (deg C)	2012	5	25	4	0.97	23.7	23.5					24.0			23.8	23.0							
Mean Temp (deg C)	2012	5	26	4	0.94	20.2	19.8	20.5			20.5	20.3											
Mean Temp (deg C)	2012	5	27	4	0.94	16.9	16.8	17.3			16.5	16.8											
Mean Temp (deg C)	2012	5	28	4	0.94	16.0	15.8	16.0			16.8	15.5											
Mean Temp (deg C)	2012	5	29	4	0.93	16.8	16.5	17.5				17.3			16.0								
Mean Temp (deg C)	2012	6	1	4	0.94	14.0	14.0	14.3			13.8	13.5											
Mean Temp (deg C)	2012	6	2	4	0.94	13.1	13.3	13.0			13.0	13.5											
Mean Temp (deg C)	2012	6	7	4	0.95	17.1	17.0				16.5	16.0			18.0								
Mean Temp (deg C)	2012	6	10	4	0.95	18.4	18.3				18.5	17.0			18.5								
Mean Temp (deg C)	2012	6	11	4	0.95	22.5	22.3				23.0	22.0			22.5								
Mean Temp (deg C)	2012	6	12	4	0.93	21.8	21.5	21.5				22.8			22.3								
Mean Temp (deg C)	2012	6	13	4	0.94	20.5	20.3	21.0			20.3	20.3											
Mean Temp (deg C)	2012	6	14	4	0.94	16.9	17.0	17.3			16.0	16.0											
Mean Temp (deg C)	2012	6	15	4	0.94	18.5	18.5	18.8			17.8	17.5											
Mean Temp (deg C)	2012	6	20	4	0.94	26.7	26.8	26.5			27.0	26.8											
Mean Temp (deg C)	2012	6	21	4	0.94	28.7	28.3	29.3			28.5	28.5											
Mean Temp (deg C)	2012	6	29	4	0.95	24.2	23.8				23.8	23.5			25.3								
Mean Temp (deg C)	2012	7	1	4	0.94	21.5	21.8	21.5			20.5	20.0											
Mean Temp (deg C)	2012	7	2	4	0.94	21.2	21.3	21.5			20.3	19.5											
Mean Temp (deg C)	2012	7	3	4	0.94	19.9	20.0	20.3			19.0	18.3											
Mean Temp (deg C)	2012	7	4	4	0.94	22.7	22.8	23.0			22.0	21.5											
Mean Temp (deg C)	2012	7	6	4	0.95	22.6	22.3				22.5	21.5			23.3								
Mean Temp (deg C)	2012	7	21	4	1.0	19.8		20.0			18.8	18.0			20.5								
Mean Temp (deg C)	2012	8	5	4	0.92	26.0	26.3	26.3	24.3		26.0												
Mean Temp (deg C)	2012	8	6	4	0.95	19.8	19.8		19.3		19.5	20.0											
Mean Temp (deg C)	2012	8	25	4	0.92	23.6	23.3	24.0	23.3		23.0												
Mean Temp (deg C)	2012	8	28	4	0.94	21.8	21.8	21.8		21.3	20.8												
Mean Temp (deg C)	2012	8	31	4	0.94	22.9	22.8	23.3		21.5	23.0												
Mean Temp (deg C)	2012	9	1	4	0.92	19.3	19.5	20.0	18.5		18.0												
Mean Temp (deg C)	2012	9	2	4	0.92	17.9	18.3	18.8	16.3		16.8												
Mean Temp (deg C)	2012	9	3	4	0.92	18.4	18.5	19.0	17.8		17.3												
Mean Temp (deg C)	2012	9	4	4	0.92	20.9	20.8	21.3	19.8		21.3												
Mean Temp (deg C)	2012	9	5	4	0.93	22.8	22.8	22.8	22.5			22.0											
Mean Temp (deg C)	2012	9	6	4	0.94	23.2	22.8	23.8			23.0	22.0											
Mean Temp (deg C)	2012	9	7	4	0.94	19.2	19.5	19.5	18.0	18.0													
Mean Temp (deg C)	2012	9	12	4	0.92	18.9	18.8	18.8	18.0		20.0												
Mean Temp (deg C)	2012	9	14	4	0.92	20.6	21.3	20.5	18.5		21.0												
Mean Temp (deg C)	2012	9	15	4	1.02	15.1			14.0		15.0	14.5			15.3								
Mean Temp (deg C)	2012	9	16	4	0.92	11.5	11.3	12.3	11.0		10.5												
Mean Temp (deg C)	2012	9	22	4	0.92	17.3	17.3	17.5	15.8		18.0												
Mean Temp (deg C)	2012	9	27	4	0.92	9.8	9.5	10.3	9.5		9.5												
Mean Temp (deg C)	2012	9	28	4	0.94	9.8	10.0	9.8	8.8	9.0													
Mean Temp (deg C)	2012	9	30	4	0.98	11.0		11.0	10.8		10.5	10.3											
Mean Temp (deg C)	2012	10	1	4	0.95	13.9	13.8		13.8		13.3	13.5											
Mean Temp (deg C)	2012	10	3	4	0.94	13.8	14.0	13.5		13.5	13.5												
Mean Temp (deg C)	2012	10	4	4	0.94	12.9	12.8	12.5	12.3	13.0													
Mean Temp (deg C)	2012	10	6	4	0.92	11.4	11.5	11.3	10.8		11.3												
Mean Temp (deg C)	2012	10	7	4	0.94	7.7	8.0	8.5	6.0	6.0													
Mean Temp (deg C)	2012	10	8	4	0.92	6.5	6.3	6.5	6.3		7.0												
Mean Temp (deg C)	2012	10	9	4	0.92	8.5	8.8	8.3	8.0		8.3												
Mean Temp (deg C)	2012	10	12	4	0.95	5.1	5.0		4.3		5.0	5.3											
Mean Temp (deg C)	2012	10	13	4	0.95	3.8	3.8		3.3		3.5	3.8											
Mean Temp (deg C)	2012	10	14	4	1.02	7.2			5.3		8.8	8.0			6.3								
Mean Temp (deg C)	2012	10	15	4	0.94	13.2	13.3	12.8			14.0	13.5											
Mean Temp (deg C)	2012	10	16	4	0.96	7.6	7.5		6.8	7.0	7.5												
Mean Temp (deg C)	2012	10	25	4	0.94	7.1	7.3	7.0			7.5	6.5											
Mean Temp (deg C)	2012	10	26	4	0.92	13.7	13.8	13.5	13.0		13.8												
Mean Temp (deg C)	2012	10	27	4	0.92	11.9	11.5	12.0	11.8		12.5												
Mean Temp (deg C)	2012	10	28	4	0.92	11.0	11.0	10.8	10.8		10.8												
Mean Temp (deg C)	2012	10	29	4	0.92	12.7	13.0	12.8	12.0		12.0												
Mean Temp (deg C)	2012	11	5	4	0.92	1.0	0.8	1.3	0.5		0.8												
Mean Temp (deg C)	2012	11	10	4	0.97	2.2		2.3	2.0		2.0				2.0								
Mean Temp (deg C)	2012	11	11	4	0.95	1.0	0.8		0.0		1.5					0.0							
Mean Temp (deg C)	2012	11	15	4	0.94	-0.7	-1.3	-0.3	-1.5	-1.0													
Mean Temp (deg C)	2012	11	30	4	0.92	-13.0	-13.8	-12.0			-13.3				-11.0								
Mean Temp (deg C)	2012	12	1	4	1.02	-8.1			-11.0		-6.3	-6.3			-8.0								
Mean Temp (deg C)	2012	12	2	4	0.92	0.0	0.0	0.3	-1.0		0.3												
Mean Temp (deg C)	2012	12	3	4	0.95	3.0	2.5		3.0		3.0	3.3											
Mean Temp (deg C)	2012	12	4	4	0.94	6.5	7.0	5.9			6.5	7.1											
Mean Temp (deg C)	2012	12	5	4	0.95	1.6	1.3	2.0				2.5				1.5							
Mean Temp (deg C)	2012	12	6	4	0.94	-4.0	-4.5	-3.3			-3.0	-3.5											
Mean Temp (deg C)	2012	12	7	4	0.92	-1.1	-1.3	-0.8	-2.0		-0.3												
Mean Temp (deg C)	2012	12	8	4	0.92	0.7	0.5	1.0	0.0		1.3												
Mean Temp (deg C)	2012	12	10	4	0.94	-2.0	-2.3	-2.0			-0.3	-1.8											
Mean Temp (deg C)	2012	12	11	4	0.94	-7.1	-7.5	-6.5			-6.5	-7.8											
Mean Temp (deg C)	2012	12	14	4	0.92	-1.4	-1.5	-1.3	-3.5		0.8												
Mean Temp (deg C)	2012	12	15	4	0.94	-10.5	-10.5	-10.0			-10.8	-11.4											
Mean Temp (deg C)	2012	12	16	4	1.0	-7.3		-6.8			-6.8	-6.5			-8.0								
Mean Temp (deg C)	2012	12	18	4	0.92	-0.1	0.0	0.0	-1.0		0.5												
Mean Temp (deg C)	2012	12	21	4	0.95	1.2	1.3				1.0	1.8			1.0								
Mean Temp (deg C)	2012	12	22	4	1.05	-4.3									-3.3	-3.5	-5.3	-4.0					
Mean Temp (deg C)	2012	12	23	4	0.93	-8.5	-8.5		-9.5		-8.5				-8.8								
Mean Temp (deg C)	2012	12	25	4	0.95	-11.4	-11.3				-12.0	-12.9			-11.3								
Mean Temp (deg C)	2012	12	27	4	0.95	-7.7	-7.5		-9.0			-8.0			-7.8								
Mean Temp (deg C)	2012	12	28	4	0.95	-7.5	-7.8		-8.5		-6.8	-7.3											
Mean Temp (deg C)	2012	12	30	4	0.92	-11.1	-11.3	-10.3	-12.0		-11.0												
Mean Temp (deg C)	2012	12	31	4	0.92	-8.1	-7.5	-7.5	-11.0		-7.0												
Mean Temp (deg C)	2013	1	3	4	0.95	-18.0	-17.3		-21.5			-18.1			-17.8								
Mean Temp (deg C)	2013	1	4	4	0.93	-9.0	-8.8	-8.8				-9.5			-9.0								
Mean Temp (deg C)	2013	1	5	4	1.1	-9.6						-10.1			-9.8					-9.7			-7.5
Mean Temp (deg C)	2013	1	6	4	0.92	-12.8	-12.8	-12.3	-13.5		-12.8												
Mean Temp (deg C)	2013	1	7	4	0.94	-8.7	-8.3	-8.3			-9.8	-10.8											
Mean Temp (deg C)	2013	1	8	4	0.92	-6.3	-4.5	-5.8	-9.0		-8.8												
Mean Temp (deg C)	2013	1	10	4	0.92	2.4	3.0	2.8	0.5		2.0												
Mean Temp (deg C)	2013	1	12	4	0.92	1.5	1.8	1.8	-0.5		2.3												
Mean Temp (deg C)	2013	1	13	4	0.95	4.4	4.3				5.0	4.8			3.8								
Mean Temp (deg C)	2013	1	15	4	0.92	-3.3	-3.3	-3.0	-5.0		-2.3												
Mean Temp (deg C)	2013	1	17	4	1.21	-10.9					-10.3		-9.0				-11.5	-11.3					
Mean Temp (deg C)	2013	1	18	4	0.94	-15.0	-15.3	-14.8			-13.5	-13.5											
Mean Temp (deg C)	2013	1	19	4	0.95	-5.1	-4.5		-8.0		-4.3	-4.5											
Mean Temp (deg C)	2013	1	20	4	0.98	-3.6		-3.8	-5.0		-2.0	-3.0											
Mean Temp (deg C)	2013	1	21	4	0.92	-18.5	-18.0	-17.5	-22.0		-17.0												
Mean Temp (deg C)	2013	1	22	4	1.0	-18.9		-18.5			-18.5				-18.0			-19.8					
Mean Temp (deg C)	2013	1	23	4	0.97	-25.7		-24.3	-29.0		-24.3				-25.0								
Mean Temp (deg C)	2013	1	24	4	0.92	-21.7	-21.5	-20.5	-24.5		-20.8												
Mean Temp (deg C)	2013	1	25	4	0.92	-18.7	-18.5	-17.5	-21.5		-17.8												
Mean Temp (deg C)	2013	1	26	4	0.98	-18.1		-17.3	-20.5		-16.5	-17.3											
Mean Temp (deg C)	2013	1	27	4	0.98	-15.8		-14.0	-19.5		-14.5	-15.0											
Mean Temp (deg C)	2013	1	28	4	0.93	-14.1	-14.0	-13.5	-16.0			-12.5											
Mean Temp (deg C)	2013	1	29	4	1.02	-6.7			-9.0		-5.3	-4.8			-6.8								
Mean Temp (deg C)	2013	1	30	4	0.92	2.4	3.0	2.0	1.0		2.8												
Mean Temp (deg C)	2013	1	31	4	1.05	-0.4									0.3	0.3	-1.5	1.0					
Mean Temp (deg C)	2013	2	2	4	1.0	-16.7		-16.3			-15.0	-16.0			-18.0								
Mean Temp (deg C)	2013	2	3	4	0.92	-13.3	-13.3	-12.5	-15.5		-12.0												
Mean Temp (deg C)	2013	2	9	4	0.92	-10.3	-10.5	-9.8	-10.5		-11.0												
Mean Temp (deg C)	2013	2	10	4	0.94	-13.9	-13.8	-13.5			-14.0	-14.3											
Mean Temp (deg C)	2013	2	16	4	1.0	-7.3		-6.8			-7.0	-6.8			-7.5								
Mean Temp (deg C)	2013	2	21	4	1.02	-8.5			-8.5		-9.5	-9.3			-8.0								
Mean Temp (deg C)	2013	2	22	4	0.99	-5.3		-5.5			-4.0		-4.0		-5.5								
Mean Temp (deg C)	2013	2	23	4	0.95	-1.9	-1.5				-2.3	-2.8			-2.8								
Mean Temp (deg C)	2013	2	24	4	0.95	0.5	0.3		-0.5		0.8	1.0											
Mean Temp (deg C)	2013	2	26	4	0.92	0.9	0.8	1.0	0.3		1.0												
Mean Temp (deg C)	2013	2	27	4	0.92	1.3	1.3	1.8	0.5		1.0												
Mean Temp (deg C)	2013	3	3	4	0.92	-2.1	-2.8	-1.5	-1.5		-3.0												
Mean Temp (deg C)	2013	3	9	4	0.97	0.1		0.8	-1.5		0.0				0.8								
Mean Temp (deg C)	2013	3	13	4	0.95	2.9	2.8		2.3		2.8	3.0											
Mean Temp (deg C)	2013	3	14	4	0.99	-5.9	-6.0				-6.3	-5.5				-6.0							
Mean Temp (deg C)	2013	3	18	4	0.94	-8.5	-9.0	-8.0			-7.5	-7.8											
Mean Temp (deg C)	2013	3	19	4	0.95	-3.7	-3.3		-6.0		-2.8	-3.5											
Mean Temp (deg C)	2013	3	20	4	0.92	-2.9	-3.0	-1.8	-4.0		-3.5												
Mean Temp (deg C)	2013	3	21	4	0.93	-2.5	-2.5	-2.0	-4.0						-2.3								
Mean Temp (deg C)	2013	3	22	4	0.92	-2.7	-2.5	-1.8	-3.5		-4.3												
Mean Temp (deg C)	2013	3	23	4	0.95	-0.3	0.3		-1.5		-1.3	-0.5											
Mean Temp (deg C)	2013	3	24	4	0.93	2.9	2.5		2.8		2.3				3.8								
Mean Temp (deg C)	2013	3	30	4	0.95	3.1	2.5		2.5		4.0	3.5											
Mean Temp (deg C)	2013	3	31	4	0.92	4.5	4.5	5.3	2.0		5.8												
Mean Temp (deg C)	2013	4	1	4	0.97	3.8		4.0	2.5		4.0				4.3								
Mean Temp (deg C)	2013	4	5	4	0.92	3.6	4.0	3.8	2.5		2.8												
Mean Temp (deg C)	2013	4	6	4	0.98	-1.9		-1.0	-3.5		-1.8	-1.3											
Mean Temp (deg C)	2013	4	7	4	0.92	4.6	5.3	4.5	2.8		5.0												
Mean Temp (deg C)	2013	4	8	4	0.92	5.6	5.8	5.8	4.8		5.5												
Mean Temp (deg C)	2013	4	11	4	0.92	0.4	0.5	1.0	-1.0		0.3												
Mean Temp (deg C)	2013	4	16	4	0.92	8.5	8.8	8.8	6.8		8.5												
Mean Temp (deg C)	2013	4	20	4	0.93	6.6	6.5		6.0		6.3				7.0								
Mean Temp (deg C)	2013	4	22	4	0.92	5.5	5.0	6.0	5.3		5.8												
Mean Temp (deg C)	2013	4	30	4	0.92	17.4	17.5	17.5	16.5		17.5												
Mean Temp (deg C)	2013	5	10	4	0.92	15.5	15.3	15.5	15.3		15.8												
Mean Temp (deg C)	2013	5	12	4	0.95	12.0	11.8				12.3	12.0			12.3								
Mean Temp (deg C)	2013	5	19	4	0.92	14.1	14.0	14.5	13.5		13.8												
Mean Temp (deg C)	2013	5	20	4	0.92	18.2	18.3	18.0	17.8		17.8												
Mean Temp (deg C)	2013	5	28	4	0.92	13.7	13.5	13.8	13.3		14.0												
Mean Temp (deg C)	2013	5	29	4	1.02	16.5			16.0		16.0	16.3			16.5								
Mean Temp (deg C)	2013	5	31	4	0.93	25.1	25.0	24.8	24.8						25.8								
Mean Temp (deg C)	2013	6	4	4	0.92	14.2	14.0	14.8	13.5		13.8												
Mean Temp (deg C)	2013	6	5	4	0.92	13.0	12.8	13.3			12.0				14.3								
Mean Temp (deg C)	2013	6	7	4	0.92	13.7	13.8	13.5	13.3		13.5												
Mean Temp (deg C)	2013	6	8	4	0.93	14.6	14.5	14.5	14.5							14.5							
Mean Temp (deg C)	2013	6	9	4	0.93	19.0	18.8	19.8	17.5							17.5							
Mean Temp (deg C)	2013	6	13	4	0.92	16.5	16.3	16.5	16.5		16.3												
Mean Temp (deg C)	2013	6	16	4	0.92	14.9	14.8	15.3	13.3		15.8												
Mean Temp (deg C)	2013	6	17	4	0.92	16.6	16.5	16.8	16.3		16.3												
Mean Temp (deg C)	2013	6	19	4	0.94	14.1	14.0	14.5			13.8	14.3											
Mean Temp (deg C)	2013	6	20	4	1.02	17.0			16.0		16.8	15.5			17.5								
Mean Temp (deg C)	2013	6	21	4	0.95	20.9	21.0		20.5		20.5	20.3											
Mean Temp (deg C)	2013	6	22	4	0.93	18.5	18.3	18.8				18.5			18.5								
Mean Temp (deg C)	2013	6	24	4	0.92	25.0	24.8	25.3	24.5		25.0												
Mean Temp (deg C)	2013	6	28	4	0.92	15.6	16.0	15.5	14.5		15.8												
Mean Temp (deg C)	2013	7	5	4	0.95	24.8	25.0		24.3		24.5	24.8											
Mean Temp (deg C)	2013	7	6	4	0.92	25.7	25.5	26.0	25.3		25.3												
Mean Temp (deg C)	2013	7	8	4	0.92	21.2	20.8	21.3	21.3		20.8												
Mean Temp (deg C)	2013	7	17	4	0.97	27.6	27.3		27.5			27.5				27.5							
Mean Temp (deg C)	2013	7	22	4	0.92	18.2	18.3	18.8	17.3		17.3												
Mean Temp (deg C)	2013	7	27	4	0.97	20.0	20.0					19.0			20.3	18.5							
Mean Temp (deg C)	2013	7	28	4	0.92	22.0	22.3	21.3	22.0		21.8												
Mean Temp (deg C)	2013	8	5	4	0.92	16.0	15.8	16.8	14.8		15.8												
Mean Temp (deg C)	2013	8	17	4	1.07	16.4			16.0						17.0	15.0		14.5					
Mean Temp (deg C)	2013	8	22	4	0.92	21.7	21.5	21.8	21.0		22.0												
Mean Temp (deg C)	2013	9	10	4	1.09	17.6									17.0	16.3				19.0	18.5		
Mean Temp (deg C)	2013	9	12	4	0.93	21.6	21.3	22.0	20.5			22.0											
Mean Temp (deg C)	2013	9	14	4	0.95	12.8	12.5		12.8			12.0			13.3								
Mean Temp (deg C)	2013	9	21	4	0.95	18.1	18.5		15.8			18.8			18.0								
Mean Temp (deg C)	2013	9	28	4	0.95	14.1	13.5		14.0		14.8	14.5											
Mean Temp (deg C)	2013	10	3	4	0.92	14.4	13.8	14.8	14.0		15.0												
Mean Temp (deg C)	2013	10	4	4	0.95	14.0	13.8				14.5	14.0			14.0								
Mean Temp (deg C)	2013	10	19	4	0.95	9.6	9.5		8.5		10.0	10.5											
Mean Temp (deg C)	2013	10	20	4	0.95	9.8	9.5		9.3		10.0	9.0											
Mean Temp (deg C)	2013	10	25	4	0.98	4.5		5.3	3.0		4.5	4.3											
Mean Temp (deg C)	2013	10	26	4	0.98	2.3		2.3	1.5		2.8	2.3											
Mean Temp (deg C)	2013	10	27	4	0.95	6.3	6.3		6.0		5.5	6.3											
Mean Temp (deg C)	2013	10	30	4	1.02	1.4			1.3		1.0	1.3			1.0								
Mean Temp (deg C)	2013	10	31	4	0.98	6.4		6.0	5.8		7.3	6.8											
Mean Temp (deg C)	2013	11	1	4	0.95	14.2	14.5		11.5		15.8	15.5											
Mean Temp (deg C)	2013	11	2	4	1.02	5.2			5.0		4.3	5.0			5.5								
Mean Temp (deg C)	2013	11	3	4	1.02	0.6			-0.3		0.3	0.0			1.3								
Mean Temp (deg C)	2013	11	4	4	0.98	-1.1		-0.5	-1.8		-1.8	-1.5											
Mean Temp (deg C)	2013	11	5	4	1.02	3.5			3.0		3.0				3.5	2.3							
Mean Temp (deg C)	2013	11	6	4	0.95	8.1	8.0		6.8		9.0	7.8											
Mean Temp (deg C)	2013	11	7	4	1.02	7.6			6.5		8.0	7.5			7.3								
Mean Temp (deg C)	2013	11	8	4	0.98	2.8		3.5	1.5		2.5	3.0											
Mean Temp (deg C)	2013	11	15	4	0.92	5.3	6.0	4.8	3.8		6.0												
Mean Temp (deg C)	2013	11	16	4	0.97	6.5		6.3	5.5		7.3				6.3								
Mean Temp (deg C)	2013	11	17	4	1.02	7.4			6.0		8.0				7.3	5.8							
Mean Temp (deg C)	2013	11	18	4	1.06	9.3					9.3		9.8		8.5	9.5							
Mean Temp (deg C)	2013	11	22	4	0.92	1.2	1.3	1.0	0.3		2.0												
Mean Temp (deg C)	2013	11	23	4	0.93	-2.3	-2.5		-3.0		-2.0				-2.5								
Mean Temp (deg C)	2013	11	24	4	1.02	-7.0			-7.5		-7.3				-7.0	-7.0							
Mean Temp (deg C)	2013	11	29	4	0.92	-10.8	-10.5	-9.0	-15.0		-9.8												
Mean Temp (deg C)	2013	11	30	4	0.93	-11.3	-11.0		-15.5		-8.8				-11.0								
Mean Temp (deg C)	2013	12	1	4	0.95	-5.0	-5.5		-6.5		-3.3	-3.3											
Mean Temp (deg C)	2013	12	2	4	1.09	-1.3					-1.3	-1.3			-1.5	-1.8							
Mean Temp (deg C)	2013	12	3	4	0.98	-0.2		0.0	-0.8		-0.3	-0.5											
Mean Temp (deg C)	2013	12	4	4	0.95	-2.3	-2.0		-4.8		-1.0	-2.8											
Mean Temp (deg C)	2013	12	5	4	0.95	2.8	3.3		0.5		3.5	2.5											
Mean Temp (deg C)	2013	12	6	4	1.09	1.9					2.3	1.8			1.3	1.5							
Mean Temp (deg C)	2013	12	8	4	0.95	-8.4	-7.8		-12.3		-6.3	-7.3											
Mean Temp (deg C)	2013	12	9	4	0.96	-3.2	-3.3				-2.5				-3.5	-3.3							
Mean Temp (deg C)	2013	12	10	4	1.15	-6.1					-4.8	-6.5	-5.5			-8.0							
Mean Temp (deg C)	2013	12	11	4	0.98	-9.9		-8.5	-12.5		-9.3	-9.5											
Mean Temp (deg C)	2013	12	13	4	1.07	-15.9			-17.8			-15.5			-15.3	-16.0							
Mean Temp (deg C)	2013	12	16	4	0.95	-18.3	-18.8				-18.0	-19.0			-17.5								
Mean Temp (deg C)	2013	12	18	4	1.07	-12.2			-13.3			-12.3			-12.3	-12.3							
Mean Temp (deg C)	2013	12	24	4	1.02	-15.3			-17.8		-15.0	-12.0			-13.5								
Mean Temp (deg C)	2013	12	25	4	1.02	-19.0			-20.5		-18.8	-19.5			-18.0								
Mean Temp (deg C)	2013	12	26	4	0.95	-13.5	-13.0		-15.0		-14.0	-14.8											
Mean Temp (deg C)	2013	12	27	4	1.02	-8.9			-9.8		-8.8	-8.8			-9.0								
Mean Temp (deg C)	2013	12	30	4	1.02	-14.4			-16.0		-13.8	-14.5			-14.3								
Mean Temp (deg C)	2013	12	31	4	0.95	-19.9	-19.5		-23.0		-18.5	-20.0											
Total Precip (mm)	2000	2	11	4	3.63	1.7	1.8	5.0		1.0				0.0									
Total Precip (mm)	2000	2	27	4	3.63	6.4	7.7	10.0		3.8				9.0									
Total Precip (mm)	2000	3	9	4	3.63	0.1	0.0	0.0		0.0				1.0									
Total Precip (mm)	2000	4	8	4	3.63	31.7	31.4	36.0		38.2				20.0									
Total Precip (mm)	2000	4	12	4	3.63	0.0	0.0	0.0		0.0				0.0									
Total Precip (mm)	2000	4	13	4	3.63	0.0	0.0	0.0		0.0				0.0									
Total Precip (mm)	2000	5	19	4	3.63	0.0	0.0	0.0		0.0				0.0									
